date,gross_return,net_return,benchmark,n_trades,cost_pct,n_countries,rebalanced,is_active,holdings
2005-05-31,0.11423942514184178,0.11018942514184178,0.08168703673354227,3,0.00405,12,True,True,Indonesia|Mexico|South Korea
2005-06-30,0.04524514763052776,0.04524514763052776,0.055788227556693215,0,0.0,12,False,False,Indonesia|Mexico|South Korea
2005-07-29,0.08995769805278027,0.08995769805278027,0.06414842357916717,0,0.0,12,False,False,Indonesia|Mexico|South Korea
2005-09-30,0.11839758058033394,0.11839758058033394,0.11463161987176118,0,0.0,9,False,False,Indonesia|Mexico|South Korea
2005-11-30,0.10697538856319062,0.10697538856319062,0.10175577000613956,0,0.0,8,False,False,Indonesia|Mexico|South Korea
2005-12-29,0.0926796280642435,0.0926796280642435,,0,0.0,0,False,False,Indonesia|Mexico|South Korea
2006-03-31,0.016006592467150867,0.016006592467150867,-0.009972678977469895,0,0.0,9,False,False,Indonesia|Mexico|South Korea
2006-04-28,0.0440613623889026,0.0440613623889026,0.030930509718608112,0,0.0,10,False,False,Indonesia|Mexico|South Korea
2006-05-30,-0.0951091001101421,-0.0951091001101421,,0,0.0,2,False,False,Indonesia|Mexico|South Korea
2006-06-30,0.004136224827749833,0.004136224827749833,-0.006961657058976112,0,0.0,13,False,False,Indonesia|Mexico|South Korea
2006-07-31,0.03959048968066983,0.03959048968066983,0.015111526114252039,0,0.0,13,False,False,Indonesia|Mexico|South Korea
2006-10-31,0.025487749030239468,0.025487749030239468,0.040269551014496585,0,0.0,12,False,False,Indonesia|Mexico|South Korea
2006-11-30,0.04009125625040904,0.031991256250409036,0.03713815659223996,6,0.0081,11,True,True,Malaysia|Philippines|Taiwan
2007-01-31,0.07304644901573899,0.07304644901573899,0.0031191079168335634,0,0.0,12,False,False,Malaysia|Philippines|Taiwan
2007-02-27,0.0007071486423706,0.0007071486423706,,0,0.0,1,False,False,Malaysia|Philippines|Taiwan
2007-03-30,0.0190428507847403,0.0190428507847403,0.028760893703883905,0,0.0,11,False,False,Malaysia|Philippines|Taiwan
2007-04-30,0.007642672270918068,0.007642672270918068,0.026436927295568013,0,0.0,12,False,False,Malaysia|Philippines|Taiwan
2007-06-29,0.037441379728004896,0.037441379728004896,0.04014401467982087,0,0.0,13,False,False,Malaysia|Philippines|Taiwan
2007-07-31,-0.007497432285804534,-0.007497432285804534,0.04505266686835219,0,0.0,13,False,False,Malaysia|Philippines|Taiwan
2007-08-30,-0.0844227937697674,-0.0844227937697674,,0,0.0,1,False,False,Malaysia|Philippines|Taiwan
2007-09-28,0.029745822171943465,0.029745822171943465,0.059841240375279936,0,0.0,12,False,False,Malaysia|Philippines|Taiwan
