date,holdings,n_countries,rebalanced,is_active,n_trades,gross_return,net_return,benchmark
2006-06-30,Brazil|South Korea|Turkey,13,True,True,3,-0.004844864371634197,-0.008894864371634198,-0.006961657058976112
2006-07-31,South Korea|Thailand|Turkey,13,True,True,2,0.038071139416262396,0.035371139416262395,0.015111526114252039
2006-10-31,Brazil|Thailand|Turkey,13,True,True,2,0.09752026927202351,0.09482026927202351,0.040269551014496585
2006-11-30,Brazil|South Korea|Thailand,13,True,True,2,0.0133388572372961,0.010638857237296101,0.03713815659223996
2006-12-28,Brazil|South Korea|Thailand,1,False,False,0,0.003387407545528,0.003387407545528,
2007-01-31,South Korea|Thailand|Turkey,13,True,True,2,0.009922214436667966,0.007222214436667966,0.0031191079168335634
2007-03-30,South Korea|Thailand|Turkey,13,True,True,0,0.018020245477565765,0.018020245477565765,0.028760893703883905
2007-04-30,Brazil|Thailand|Turkey,13,True,True,2,0.029537355705512535,0.026837355705512534,0.026436927295568013
2007-05-30,Brazil|Thailand|Turkey,1,False,False,0,0.0813864320149276,0.0813864320149276,
2007-06-29,South Korea|Thailand|Turkey,13,True,True,2,0.0189601215127031,0.016260121512703098,0.04014401467982087
2007-07-31,South Korea|Thailand|Turkey,13,True,True,0,0.12449688115254716,0.12449688115254716,0.04505266686835219
2007-09-28,Brazil|Thailand|Turkey,13,True,True,2,0.09088048871341797,0.08818048871341798,0.059841240375279936
2007-10-31,South Korea|Thailand|Turkey,13,True,True,2,0.07656237134984763,0.07386237134984763,0.08953624832275464
2007-12-28,South Korea|Thailand|Turkey,4,False,False,0,0.004569689332704551,0.004569689332704551,
2008-01-31,South Africa|South Korea|Turkey,13,True,True,2,-0.18074376834812933,-0.18344376834812934,-0.1430775690769327
2008-02-29,Poland|South Korea|Turkey,13,True,True,2,0.006499055538994235,0.0037990555389942346,0.05086282461912295
2008-03-31,Poland|Thailand|Turkey,13,True,True,2,-0.08947675541780109,-0.09217675541780108,-0.09185353738764457
2008-04-30,Greece|South Korea|Turkey,13,True,True,4,0.10554739110772297,0.10014739110772297,0.09505105626189136
2008-05-30,Poland|South Africa|Turkey,13,True,True,4,-0.000974862075565267,-0.006374862075565267,0.018095703466179502
2008-06-30,Poland|Thailand|Turkey,13,True,True,2,-0.12204352047638001,-0.12474352047638,-0.11311055788224755
2008-07-31,Greece|Poland|Turkey,13,True,True,2,0.1389354682515059,0.1362354682515059,-0.026910562381513903
2008-08-29,Greece|Thailand|Turkey,13,True,True,2,0.006478553185865402,0.0037785531858654017,-0.019283758230605352
2008-09-29,Greece|Thailand|Turkey,1,False,False,0,-0.119803849227889,-0.119803849227889,
2008-10-31,Greece|Thailand|Turkey,13,True,True,0,-0.274395637553374,-0.274395637553374,-0.20053155131731482
2008-11-28,Greece|Thailand|Turkey,13,True,True,0,-0.0799098992366622,-0.0799098992366622,-0.07206135650972634
2009-02-27,Greece|Poland|Turkey,13,True,True,2,-0.15922466770885133,-0.16192466770885133,-0.04615147951982834
2009-03-31,Greece|Poland|Turkey,13,True,True,0,0.08622553197525827,0.08622553197525827,0.09912543065609092
2009-06-30,Greece|Thailand|Turkey,13,True,True,2,0.030493799539179994,0.027793799539179993,-0.007314913185275884
2009-07-31,Greece|South Africa|Turkey,13,True,True,2,0.11037995207005563,0.10767995207005564,0.09901408961321945
2009-09-30,Greece|Thailand|Turkey,13,True,True,2,0.06733125671970998,0.06463125671970998,0.0672084790716787
2009-10-30,Greece|Thailand|Turkey,13,True,True,0,-0.03275081984745933,-0.03275081984745933,-0.00446015719867543
2009-11-26,Greece|Thailand|Turkey,1,False,False,0,-0.078943421340438,-0.078943421340438,
2010-01-29,Greece|Thailand|Turkey,13,True,True,0,-0.01572716458409507,-0.01572716458409507,-0.02337709107113206
2010-03-31,Greece|Thailand|Turkey,13,True,True,0,0.13311974385439493,0.13311974385439493,0.08716299838530883
2010-04-30,Greece|South Korea|Turkey,13,True,True,2,0.01847187768917957,0.015771877689179568,0.0335879901579057
